seqid	geneID	source	type_gene	start_gene	end_gene	score_gene	strand_gene	phase_gene	attributes_gene	nchildrenhit	Program_code_geneID	childnames_hit	childnames_protein_hit	Prog_single_hits	childnames_NLRtracker	children_Status_Ntr	children_Domain	children_DomainSimpl	children_Subclass_p	Status_Ntr_cons	Domain_cons	DomainSimpl_cons	Subclass_p_cons	exclusive_MLKL	childnames_hmmer	children_profiles	profile_combi_cons	nonLRR_profile	childnames_NLRannotator	annotNLR	nRegions	NLRtrackerhit	hmmerhit	NLRannotatorhit	inNLRannotatoronlyregion	priority_geneID	priority_note
CP002687.1	gene-AT4G13340	Genbank	gene	7758275	7761362	.	+	.	ID=gene-AT4G13340;Dbxref=Araport:AT4G13340,TAIR:AT4G13340;Name=LRX3;gbkey=Gene;gene=LRX3;gene_biotype=protein_coding;gene_synonym=leucine-rich repeat/extensin 3,T9E8.80,T9E8_80;locus_tag=AT4G13340	1	2	rna-gnl|JCVI|mRNA.AT4G13340.1	AEE83265.1	2										NA	rna-gnl|JCVI|mRNA.AT4G13340.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002687.1	gene-AT4G13810	Genbank	gene	8004549	8007597	.	-	.	ID=gene-AT4G13810;Dbxref=Araport:AT4G13810,TAIR:AT4G13810;Name=RLP47;gbkey=Gene;gene=RLP47;gene_biotype=protein_coding;gene_synonym=AtRLP47,F18A5.200,F18A5_200,receptor like protein 47;locus_tag=AT4G13810	3	2	rna-gnl|JCVI|mRNA.AT4G13810.2;rna-gnl|JCVI|mRNA.AT4G13810.3;rna-gnl|JCVI|mRNA.AT4G13810.1	AEE83328.1;ANM67102.1;AEE83327.2	2;2;2										NA	rna-gnl|JCVI|mRNA.AT4G13810.2;rna-gnl|JCVI|mRNA.AT4G13810.3;rna-gnl|JCVI|mRNA.AT4G13810.1	L;L;L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002687.1	gene-AT4G13820	Genbank	gene	8007950	8010858	.	-	.	ID=gene-AT4G13820;Dbxref=Araport:AT4G13820,TAIR:AT4G13820;Name=AT4G13820;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=F18A5.210,F18A5_210;locus_tag=AT4G13820	1	2	rna-gnl|JCVI|mRNA.AT4G13820.1	AEE83329.1	2										NA	rna-gnl|JCVI|mRNA.AT4G13820.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002687.1	gene-AT4G13880	Genbank	gene	8025804	8028614	.	+	.	ID=gene-AT4G13880;Dbxref=Araport:AT4G13880,TAIR:AT4G13880;Name=RLP48;gbkey=Gene;gene=RLP48;gene_biotype=protein_coding;gene_synonym=AtRLP48,F18A5.270,F18A5_270,receptor like protein 48;locus_tag=AT4G13880	1	2	rna-gnl|JCVI|mRNA.AT4G13880.1	AEE83340.1	2										NA	rna-gnl|JCVI|mRNA.AT4G13880.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002687.1	gene-AT4G13920	Genbank	gene	8043803	8046559	.	+	.	ID=gene-AT4G13920;Dbxref=Araport:AT4G13920,TAIR:AT4G13920;Name=RLP50;gbkey=Gene;gene=RLP50;gene_biotype=protein_coding;gene_synonym=AtRLP50,DL3000W,FCAALL.223,receptor like protein 50;locus_tag=AT4G13920	1	2	rna-gnl|JCVI|mRNA.AT4G13920.1	AEE83343.1	2										NA	rna-gnl|JCVI|mRNA.AT4G13920.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002687.1	gene-AT4G13965	Genbank	gene	8066138	8067576	.	-	.	ID=gene-AT4G13965;Dbxref=Araport:AT4G13965,TAIR:AT4G13965;Name=AT4G13965;end_range=8067576,.;gbkey=Gene;gene_biotype=protein_coding;locus_tag=AT4G13965;partial=true	1	2	rna-gnl|JCVI|mRNA.AT4G13965.1	AEE83352.2	2										NA	rna-gnl|JCVI|mRNA.AT4G13965.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002687.1	gene-AT4G13985	Genbank	gene	8080118	8081669	.	-	.	ID=gene-AT4G13985;Dbxref=Araport:AT4G13985,TAIR:AT4G13985;Name=FBD1;gbkey=Gene;gene=FBD1;gene_biotype=protein_coding;gene_synonym=FBD-associated F-box protein;locus_tag=AT4G13985	1	2	rna-gnl|JCVI|mRNA.AT4G13985.1	AEE83356.1	2										NA	rna-gnl|JCVI|mRNA.AT4G13985.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002687.1	gene-AT4G14096	Genbank	gene	8124046	8126535	.	+	.	ID=gene-AT4G14096;Dbxref=Araport:AT4G14096,TAIR:AT4G14096;Name=AT4G14096;gbkey=Gene;gene_biotype=protein_coding;locus_tag=AT4G14096	2	2	rna-gnl|JCVI|mRNA.AT4G14096.1;rna-gnl|JCVI|mRNA.AT4G14096.2	AEE83371.1;ANM67110.1	2;2										NA	rna-gnl|JCVI|mRNA.AT4G14096.1;rna-gnl|JCVI|mRNA.AT4G14096.2	L;L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002687.1	gene-AT4G14103	Genbank	gene	8126687	8128833	.	+	.	ID=gene-AT4G14103;Dbxref=Araport:AT4G14103,TAIR:AT4G14103;Name=AT4G14103;gbkey=Gene;gene_biotype=protein_coding;locus_tag=AT4G14103	3	2	rna-gnl|JCVI|mRNA.AT4G14103.1;rna-gnl|JCVI|mRNA.AT4G14103.3;rna-gnl|JCVI|mRNA.AT4G14103.2	AEE83372.1;ANM67576.1;AEE83373.1	2;2;2										NA	rna-gnl|JCVI|mRNA.AT4G14103.1;rna-gnl|JCVI|mRNA.AT4G14103.3;rna-gnl|JCVI|mRNA.AT4G14103.2	L;L;L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002687.1	gene-AT4G14370	Genbank	gene	8279634	8283535	.	-	.	ID=gene-AT4G14370;Dbxref=Araport:AT4G14370,TAIR:AT4G14370;Name=AT4G14370;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=DL3225C,FCAALL.185;locus_tag=AT4G14370	3	7	rna-gnl|JCVI|mRNA.AT4G14370.1;rna-gnl|JCVI|mRNA.AT4G14370.2;rna-gnl|JCVI|mRNA.AT4G14370.3	AEE83431.1;ANM67811.1;ANM67812.1	7;7;7	rna-gnl|JCVI|mRNA.AT4G14370.1;rna-gnl|JCVI|mRNA.AT4G14370.2;rna-gnl|JCVI|mRNA.AT4G14370.3	NLR;NLR;NLR	(TIR)(NBARC)(LRR)(CJID);(TIR)(NBARC)(LRR)(CJID);(TIR)(NBARC)(LRR)(CJID)	TNLJ;TNLJ;TNLJ	TIR-NLR;TIR-NLR;TIR-NLR	NLR	(TIR)(NBARC)(LRR)(CJID)	TNLJ	TIR-NLR	FALSE	rna-gnl|JCVI|mRNA.AT4G14370.1;rna-gnl|JCVI|mRNA.AT4G14370.2;rna-gnl|JCVI|mRNA.AT4G14370.3	TNL;TNL;TNL	TNL	1	rna-gnl|JCVI|mRNA.AT4G14370.1;rna-gnl|JCVI|mRNA.AT4G14370.2;rna-gnl|JCVI|mRNA.AT4G14370.3	CP002687.1_nlr_27:8280701-8283356	1	TRUE	TRUE	TRUE	FALSE	high	ProgCode_7
CP002687.1	gene-AT4G15060	Genbank	gene	8599035	8601761	.	+	.	ID=gene-AT4G15060;Dbxref=Araport:AT4G15060,TAIR:AT4G15060;Name=AT4G15060;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=DL3575W,FCAALL.180;locus_tag=AT4G15060	2	2	rna-gnl|JCVI|mRNA.AT4G15060.2;rna-gnl|JCVI|mRNA.AT4G15060.1	ANM66271.1;AEE83548.1	2;2										NA	rna-gnl|JCVI|mRNA.AT4G15060.2;rna-gnl|JCVI|mRNA.AT4G15060.1	L;L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002687.1	gene-AT4G15475	Genbank	gene	8845812	8848869	.	+	.	ID=gene-AT4G15475;Dbxref=Araport:AT4G15475,TAIR:AT4G15475;Name=AT4G15475;gbkey=Gene;gene_biotype=protein_coding;locus_tag=AT4G15475	1	2	rna-gnl|JCVI|mRNA.AT4G15475.1	AEE83608.1	2										NA	rna-gnl|JCVI|mRNA.AT4G15475.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002687.1	gene-AT4G16162	Genbank	gene	9159105	9161614	.	-	.	ID=gene-AT4G16162;Dbxref=Araport:AT4G16162,TAIR:AT4G16162;Name=AT4G16162;gbkey=Gene;gene_biotype=protein_coding;locus_tag=AT4G16162	5	2	rna-gnl|JCVI|mRNA.AT4G16162.6;rna-gnl|JCVI|mRNA.AT4G16162.3;rna-gnl|JCVI|mRNA.AT4G16162.1;rna-gnl|JCVI|mRNA.AT4G16162.2;rna-gnl|JCVI|mRNA.AT4G16162.5	ANM66454.1;AEE83709.1;AEE83707.1;AEE83708.1;ANM66455.1	2;2;2;2;2										NA	rna-gnl|JCVI|mRNA.AT4G16162.6;rna-gnl|JCVI|mRNA.AT4G16162.3;rna-gnl|JCVI|mRNA.AT4G16162.1;rna-gnl|JCVI|mRNA.AT4G16162.2;rna-gnl|JCVI|mRNA.AT4G16162.5	L;L;L;L;L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002687.1	gene-AT4G16860	Genbank	gene	9488466	9495837	.	-	.	ID=gene-AT4G16860;Dbxref=Araport:AT4G16860,TAIR:AT4G16860;Name=RPP4;Note=Confers resistance to Peronospora parasitica. RPP4 is coordinately regulated by transcriptional activation and RNA silencing.;gbkey=Gene;gene=RPP4;gene_biotype=protein_coding;gene_synonym=DL4460C,FCAALL.47,recognition of peronospora parasitica 4;locus_tag=AT4G16860	2	7	rna-gnl|JCVI|mRNA.AT4G16860.1;rna-gnl|JCVI|mRNA.AT4G16860.2	AEE83818.1;ANM66785.1	7;7	rna-gnl|JCVI|mRNA.AT4G16860.1;rna-gnl|JCVI|mRNA.AT4G16860.2	NLR;NLR	(TIR)(NBARC)(LRR);(NBARC)(LRR)	TNL;NL	TIR-NLR;UNDETERMINED	NLR	(NBARC)(LRR)/(TIR)(NBARC)(LRR)	NL/TNL	TIR-NLR/UNDETERMINED	FALSE	rna-gnl|JCVI|mRNA.AT4G16860.1;rna-gnl|JCVI|mRNA.AT4G16860.2	TNL;NL	NL/TNL	1	rna-gnl|JCVI|mRNA.AT4G16860.1;rna-gnl|JCVI|mRNA.AT4G16860.2	CP002687.1_nlr_25:9488853-9495667	1	TRUE	TRUE	TRUE	FALSE	high	ProgCode_7
CP002687.1	gene-AT4G16880	Genbank	gene	9495983	9497313	.	-	.	ID=gene-AT4G16880;Dbxref=Araport:AT4G16880,TAIR:AT4G16880;Name=AT4G16880;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=DL4470C,FCAALL.50;locus_tag=AT4G16880	1	2	rna-gnl|JCVI|mRNA.AT4G16880.1	AEE83819.1	2										NA	rna-gnl|JCVI|mRNA.AT4G16880.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002687.1	gene-AT4G16890	Genbank	gene	9500271	9505972	.	-	.	ID=gene-AT4G16890;Dbxref=Araport:AT4G16890,TAIR:AT4G16890;Name=SNC1;Note=Encodes a Toll Interleukin1 receptor-nucleotide binding-Leu- rich repeat-type resistance gene (TIR-NB-LRR-type) involved in the salicylic acid-dependent defense response pathway. Mutant plants constitutively express pathogenesis-related (PR) genes and are pathogen resistant. Resistance signaling in snc1 requires EDS1%2C MOS3 and PAD4.;gbkey=Gene;gene=SNC1;gene_biotype=protein_coding;gene_synonym=BAL,BALL,CONSTITUTIVE 1,DL4475C,FCAALL.51,SUPPRESSOR OF NPR1-1;locus_tag=AT4G16890	5	7	rna-gnl|JCVI|mRNA.AT4G16890.1;rna-gnl|JCVI|mRNA.AT4G16890.3;rna-gnl|JCVI|mRNA.AT4G16890.2;rna-gnl|JCVI|mRNA.AT4G16890.5;rna-gnl|JCVI|mRNA.AT4G16890.4	AEE83820.2;ANM67925.1;ANM67926.1;ANM67927.1;ANM67928.1	7;7;7;7;7	rna-gnl|JCVI|mRNA.AT4G16890.1;rna-gnl|JCVI|mRNA.AT4G16890.3;rna-gnl|JCVI|mRNA.AT4G16890.2;rna-gnl|JCVI|mRNA.AT4G16890.5;rna-gnl|JCVI|mRNA.AT4G16890.4	NLR;NLR;NLR;NLR;NLR	(TIR)(NBARC)(LRR)(CJID);(TIR)(NBARC)(LRR)(CJID);(TIR)(NBARC)(LRR)(CJID);(TIR)(NBARC)(LRR)(CJID);(NBARC)(LRR)(CJID)	TNLJ;TNLJ;TNLJ;TNLJ;NLJ	TIR-NLR;TIR-NLR;TIR-NLR;TIR-NLR;TIR-NLR	NLR	(TIR)(NBARC)(LRR)(CJID)	TNLJ	TIR-NLR	FALSE	rna-gnl|JCVI|mRNA.AT4G16890.1;rna-gnl|JCVI|mRNA.AT4G16890.3;rna-gnl|JCVI|mRNA.AT4G16890.2;rna-gnl|JCVI|mRNA.AT4G16890.5;rna-gnl|JCVI|mRNA.AT4G16890.4	TNL;TNL;TNL;TNL;NL	TNL	1	rna-gnl|JCVI|mRNA.AT4G16890.1;rna-gnl|JCVI|mRNA.AT4G16890.3;rna-gnl|JCVI|mRNA.AT4G16890.2;rna-gnl|JCVI|mRNA.AT4G16890.5;rna-gnl|JCVI|mRNA.AT4G16890.4	CP002687.1_nlr_24:9501499-9505425	1	TRUE	TRUE	TRUE	FALSE	high	ProgCode_7
CP002687.1	gene-AT4G16900	Genbank	gene	9511859	9516688	.	-	.	ID=gene-AT4G16900;Dbxref=Araport:AT4G16900,TAIR:AT4G16900;Name=AT4G16900;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=DL4480C,FCAALL.310;locus_tag=AT4G16900	3	7	rna-gnl|JCVI|mRNA.AT4G16900.1;rna-gnl|JCVI|mRNA.AT4G16900.3;rna-gnl|JCVI|mRNA.AT4G16900.2	AEE83821.1;ANM67280.1;ANM67281.1	7;7;7	rna-gnl|JCVI|mRNA.AT4G16900.1;rna-gnl|JCVI|mRNA.AT4G16900.3;rna-gnl|JCVI|mRNA.AT4G16900.2	NLR;NLR;NLR	(TIR)(NBARC)(LRR);(TIR)(NBARC)(LRR);(TIR)(NBARC)(LRR)	TNL;TNL;TNL	TIR-NLR;TIR-NLR;TIR-NLR	NLR	(TIR)(NBARC)(LRR)	TNL	TIR-NLR	FALSE	rna-gnl|JCVI|mRNA.AT4G16900.1;rna-gnl|JCVI|mRNA.AT4G16900.3;rna-gnl|JCVI|mRNA.AT4G16900.2	TNL;TNL;TNL	TNL	1	rna-gnl|JCVI|mRNA.AT4G16900.1;rna-gnl|JCVI|mRNA.AT4G16900.3;rna-gnl|JCVI|mRNA.AT4G16900.2	CP002687.1_nlr_23:9513179-9516511	1	TRUE	TRUE	TRUE	FALSE	high	ProgCode_7
CP002687.1	gene-AT4G16920	Genbank	gene	9517950	9525800	.	-	.	ID=gene-AT4G16920;Dbxref=Araport:AT4G16920,TAIR:AT4G16920;Name=AT4G16920;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=DL4490C,FCAALL.311;locus_tag=AT4G16920	9	7	rna-gnl|JCVI|mRNA.AT4G16920.1;rna-gnl|JCVI|mRNA.AT4G16920.9;rna-gnl|JCVI|mRNA.AT4G16920.8;rna-gnl|JCVI|mRNA.AT4G16920.5;rna-gnl|JCVI|mRNA.AT4G16920.4;rna-gnl|JCVI|mRNA.AT4G16920.7;rna-gnl|JCVI|mRNA.AT4G16920.6;rna-gnl|JCVI|mRNA.AT4G16920.3;rna-gnl|JCVI|mRNA.AT4G16920.2	AEE83823.1;ANM67192.1;ANM67193.1;ANM67194.1;ANM67195.1;ANM67196.1;ANM67197.1;ANM67198.1;ANM67199.1	7;7;7;7;7;7;7;7;7	rna-gnl|JCVI|mRNA.AT4G16920.1;rna-gnl|JCVI|mRNA.AT4G16920.9;rna-gnl|JCVI|mRNA.AT4G16920.8;rna-gnl|JCVI|mRNA.AT4G16920.5;rna-gnl|JCVI|mRNA.AT4G16920.4;rna-gnl|JCVI|mRNA.AT4G16920.7;rna-gnl|JCVI|mRNA.AT4G16920.6;rna-gnl|JCVI|mRNA.AT4G16920.3;rna-gnl|JCVI|mRNA.AT4G16920.2	NLR;NLR;NLR;NLR;NLR;NLR;NLR;NLR;NLR	(TIR)(NBARC)(LRR)(LRR);(TIR)(NBARC)(LRR)(LRR);(TIR)(NBARC)(LRR)(LRR)(CJID);(TIR)(NBARC)(LRR)(LRR)(CJID);(TIR)(NBARC)(LRR)(LRR)(CJID);(TIR)(NBARC)(LRR)(LRR)(CJID);(TIR)(NBARC)(LRR)(LRR)(CJID);(TIR)(NBARC)(LRR)(LRR)(CJID);(TIR)(NBARC)(LRR)(LRR)(CJID)	TNL;TNL;TNLJ;TNLJ;TNLJ;TNLJ;TNLJ;TNLJ;TNLJ	TIR-NLR;TIR-NLR;TIR-NLR;TIR-NLR;TIR-NLR;TIR-NLR;TIR-NLR;TIR-NLR;TIR-NLR	NLR	(TIR)(NBARC)(LRR)(LRR)(CJID)	TNLJ	TIR-NLR	FALSE	rna-gnl|JCVI|mRNA.AT4G16920.1;rna-gnl|JCVI|mRNA.AT4G16920.9;rna-gnl|JCVI|mRNA.AT4G16920.8;rna-gnl|JCVI|mRNA.AT4G16920.5;rna-gnl|JCVI|mRNA.AT4G16920.4;rna-gnl|JCVI|mRNA.AT4G16920.7;rna-gnl|JCVI|mRNA.AT4G16920.6;rna-gnl|JCVI|mRNA.AT4G16920.3;rna-gnl|JCVI|mRNA.AT4G16920.2	TNL;TNL;TNL;TNL;TNL;TNL;TNL;TNL;TNL	TNL	1	rna-gnl|JCVI|mRNA.AT4G16920.1;rna-gnl|JCVI|mRNA.AT4G16920.9;rna-gnl|JCVI|mRNA.AT4G16920.8;rna-gnl|JCVI|mRNA.AT4G16920.5;rna-gnl|JCVI|mRNA.AT4G16920.4;rna-gnl|JCVI|mRNA.AT4G16920.7;rna-gnl|JCVI|mRNA.AT4G16920.6;rna-gnl|JCVI|mRNA.AT4G16920.3;rna-gnl|JCVI|mRNA.AT4G16920.2	CP002687.1_nlr_22:9520216-9525670	1	TRUE	TRUE	TRUE	FALSE	high	ProgCode_7
CP002687.1	gene-AT4G16930	Genbank	gene	9529564	9530115	.	-	.	ID=gene-AT4G16930;Dbxref=Araport:AT4G16930,TAIR:AT4G16930;Name=AT4G16930;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=DL4495C,FCAALL.312;locus_tag=AT4G16930	1	3	rna-gnl|JCVI|mRNA.AT4G16930.1	AEE83824.1	3	rna-gnl|JCVI|mRNA.AT4G16930.1	degenerate NLR	(TIR)(PLOOP)	TP	TIR-NLR	degenerate NLR	(TIR)(PLOOP)	TP	TIR-NLR	FALSE	rna-gnl|JCVI|mRNA.AT4G16930.1	T	T	1			0	TRUE	TRUE	FALSE	FALSE	high	ProgCode_3
CP002687.1	gene-AT4G16940	Genbank	gene	9531373	9537918	.	-	.	ID=gene-AT4G16940;Dbxref=Araport:AT4G16940,TAIR:AT4G16940;Name=AT4G16940;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=DL4500C,FCAALL.313;locus_tag=AT4G16940	6	7	rna-gnl|JCVI|mRNA.AT4G16940.1;rna-gnl|JCVI|mRNA.AT4G16940.6;rna-gnl|JCVI|mRNA.AT4G16940.5;rna-gnl|JCVI|mRNA.AT4G16940.4;rna-gnl|JCVI|mRNA.AT4G16940.3;rna-gnl|JCVI|mRNA.AT4G16940.2	AEE83825.1;ANM67117.1;ANM67118.1;ANM67119.1;ANM67120.1;ANM67121.1	7;7;7;7;7;7	rna-gnl|JCVI|mRNA.AT4G16940.1;rna-gnl|JCVI|mRNA.AT4G16940.6;rna-gnl|JCVI|mRNA.AT4G16940.5;rna-gnl|JCVI|mRNA.AT4G16940.4;rna-gnl|JCVI|mRNA.AT4G16940.3;rna-gnl|JCVI|mRNA.AT4G16940.2	NLR;NLR;NLR;NLR;NLR;NLR	(TIR)(NBARC)(LRR)(LRR);(TIR)(NBARC)(LRR)(LRR)(CJID);(TIR)(NBARC)(LRR)(LRR)(CJID);(TIR)(NBARC)(LRR)(LRR);(TIR)(NBARC)(LRR)(LRR)(CJID);(TIR)(NBARC)(LRR)(LRR)(CJID)	TNL;TNLJ;TNLJ;TNL;TNLJ;TNLJ	TIR-NLR;TIR-NLR;TIR-NLR;TIR-NLR;TIR-NLR;TIR-NLR	NLR	(TIR)(NBARC)(LRR)(LRR)(CJID)	TNLJ	TIR-NLR	FALSE	rna-gnl|JCVI|mRNA.AT4G16940.1;rna-gnl|JCVI|mRNA.AT4G16940.6;rna-gnl|JCVI|mRNA.AT4G16940.5;rna-gnl|JCVI|mRNA.AT4G16940.4;rna-gnl|JCVI|mRNA.AT4G16940.3;rna-gnl|JCVI|mRNA.AT4G16940.2	TNL;TNL;TNL;TNL;TNL;TNL	TNL	1	rna-gnl|JCVI|mRNA.AT4G16940.1;rna-gnl|JCVI|mRNA.AT4G16940.6;rna-gnl|JCVI|mRNA.AT4G16940.5;rna-gnl|JCVI|mRNA.AT4G16940.4;rna-gnl|JCVI|mRNA.AT4G16940.3;rna-gnl|JCVI|mRNA.AT4G16940.2	CP002687.1_nlr_21:9532832-9537609	1	TRUE	TRUE	TRUE	FALSE	high	ProgCode_7
CP002687.1	gene-AT4G16950	Genbank	gene	9538233	9544755	.	-	.	ID=gene-AT4G16950;Dbxref=Araport:AT4G16950,TAIR:AT4G16950;Name=RPP5;Note=Contains a putative nucleotide binding site and leucine-rich repeats. Similar to the plant resistance genes N and L6%2C and to the toll and interleukin-1 receptors. Confers resistance to Peronospora parasitica.;gbkey=Gene;gene=RPP5;gene_biotype=protein_coding;gene_synonym=DISEASE RESISTANCE PROTEIN RPP5,DL4505C,FCAALL.315,RECOGNITION OF PERONOSPORA PARASITICA 5;locus_tag=AT4G16950	6	7	rna-gnl|JCVI|mRNA.AT4G16950.1;rna-gnl|JCVI|mRNA.AT4G16950.2;rna-gnl|JCVI|mRNA.AT4G16950.4;rna-gnl|JCVI|mRNA.AT4G16950.5;rna-gnl|JCVI|mRNA.AT4G16950.6;rna-gnl|JCVI|mRNA.AT4G16950.3	AEE83826.1;AEE83827.1;ANM66103.1;ANM66104.1;ANM66105.1;ANM66106.1	7;7;7;7;7;7	rna-gnl|JCVI|mRNA.AT4G16950.1;rna-gnl|JCVI|mRNA.AT4G16950.2;rna-gnl|JCVI|mRNA.AT4G16950.4;rna-gnl|JCVI|mRNA.AT4G16950.5;rna-gnl|JCVI|mRNA.AT4G16950.6;rna-gnl|JCVI|mRNA.AT4G16950.3	NLR;NLR;NLR;NLR;NLR;NLR	(TIR)(NBARC)(LRR)(LRR)(CJID);(TIR)(NBARC)(LRR)(LRR)(CJID);(TIR)(NBARC)(LRR)(LRR)(CJID);(TIR)(NBARC)(LRR)(LRR)(CJID);(TIR)(NBARC)(LRR)(LRR)(CJID);(TIR)(NBARC)(LRR)(LRR)(CJID)	TNLJ;TNLJ;TNLJ;TNLJ;TNLJ;TNLJ	TIR-NLR;TIR-NLR;TIR-NLR;TIR-NLR;TIR-NLR;TIR-NLR	NLR	(TIR)(NBARC)(LRR)(LRR)(CJID)	TNLJ	TIR-NLR	FALSE	rna-gnl|JCVI|mRNA.AT4G16950.1;rna-gnl|JCVI|mRNA.AT4G16950.2;rna-gnl|JCVI|mRNA.AT4G16950.4;rna-gnl|JCVI|mRNA.AT4G16950.5;rna-gnl|JCVI|mRNA.AT4G16950.6;rna-gnl|JCVI|mRNA.AT4G16950.3	TNL;TNL;TNL;TNL;TNL;TNL	TNL	1	rna-gnl|JCVI|mRNA.AT4G16950.1;rna-gnl|JCVI|mRNA.AT4G16950.2;rna-gnl|JCVI|mRNA.AT4G16950.4;rna-gnl|JCVI|mRNA.AT4G16950.5;rna-gnl|JCVI|mRNA.AT4G16950.6;rna-gnl|JCVI|mRNA.AT4G16950.3	CP002687.1_nlr_20:9540207-9544310	1	TRUE	TRUE	TRUE	FALSE	high	ProgCode_7
CP002687.1	gene-AT4G16957	Genbank	gene	9544790	9547340	.	-	.	ID=gene-AT4G16957;Dbxref=Araport:AT4G16957;Name=AT4G16957;gbkey=Gene;gene_biotype=protein_coding;locus_tag=AT4G16957	1	4	rna-gnl|JCVI|mRNA.AT4G16957.1	ANM66109.1	4										NA				-999	rna-gnl|JCVI|mRNA.AT4G16957.1	CP002687.1_nlr_19:9546128-9550974	1	FALSE	FALSE	TRUE	FALSE	low	notinNLRannotatoronlyregion
CP002687.1	gene-AT4G16960	Genbank	gene	9547402	9551028	.	-	.	ID=gene-AT4G16960;Dbxref=Araport:AT4G16960,TAIR:AT4G16960;Name=AT4G16960;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=DL4510C,FCAALL.317;locus_tag=AT4G16960	1	7	rna-gnl|JCVI|mRNA.AT4G16960.1	AEE83828.2	7	rna-gnl|JCVI|mRNA.AT4G16960.1	NLR	(TIR)(NBARC)(LRR)(LRR)	TNL	TIR-NLR	NLR	(TIR)(NBARC)(LRR)(LRR)	TNL	TIR-NLR	FALSE	rna-gnl|JCVI|mRNA.AT4G16960.1	TNL	TNL	1	rna-gnl|JCVI|mRNA.AT4G16960.1	CP002687.1_nlr_19:9546128-9550974	1	TRUE	TRUE	TRUE	FALSE	high	ProgCode_7
